,element,fixture,opponent_team,total_points,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,position,was_home,was_home_True,opponent_difficulty,form
3489,42,270,19,2,2023-03-12T14:00:00Z,1,1,27,79,0,0,0,1,0,0,0,0,0,0,0,12,8.0,6.5,10.0,2.5,1,0.08,0.07,0.15,1.97,57,-4103,62754,4964,9067,Midfielder,0,0,2,3.0
3490,43,270,19,2,2023-03-12T14:00:00Z,1,1,27,79,0,0,0,1,0,0,0,0,0,0,0,14,11.4,1.5,0.0,1.3,1,0.00,0.00,0.00,1.97,46,23034,421368,33414,10380,Defender,0,0,2,5.5
3491,44,270,19,2,2023-03-12T14:00:00Z,1,1,27,90,0,0,0,1,0,0,0,0,0,0,0,15,10.2,10.7,7.0,2.8,1,0.12,0.01,0.13,2.22,44,-1508,43048,2788,4296,Defender,0,0,2,3.5
3492,46,270,19,2,2023-03-12T14:00:00Z,1,1,27,90,0,0,0,1,0,0,0,0,0,0,0,16,15.4,17.8,6.0,3.9,1,0.00,0.06,0.06,2.22,48,-2946,47414,938,3884,Midfielder,0,0,2,2.75
3493,47,270,19,2,2023-03-12T14:00:00Z,1,1,27,90,0,0,0,1,0,0,0,0,0,0,0,17,18.6,34.9,12.0,6.6,1,0.00,0.71,0.71,2.22,52,-872,69018,514,1386,Midfielder,0,0,2,2.25
3497,538,270,19,1,2023-03-12T14:00:00Z,1,1,27,10,0,0,0,0,0,0,0,0,0,0,0,5,8.6,4.4,0.0,1.3,0,0.00,0.00,0.00,0.25,43,-4262,70218,385,4647,Defender,0,0,2,0.25
3498,694,270,19,8,2023-03-12T14:00:00Z,1,1,27,63,0,1,0,1,0,0,0,0,0,0,3,31,34.6,44.2,8.0,8.7,1,0.00,0.19,0.19,1.91,44,-626,15818,893,1519,Defender,0,0,2,2.75
3499,711,270,19,1,2023-03-12T14:00:00Z,1,1,27,10,0,0,0,0,0,0,0,0,0,0,0,-1,2.0,0.5,22.0,2.5,0,0.43,0.00,0.43,0.25,55,-141,1778,318,459,Forward,0,0,2,0.75
3500,30,270,2,2,2023-03-12T14:00:00Z,1,1,27,85,0,0,0,1,0,0,0,0,0,0,0,4,1.2,10.8,0.0,1.2,1,0.00,0.01,0.01,1.03,64,-10782,197892,16363,27145,Forward,1,1,3,4.25
3506,461,270,2,2,2023-03-12T14:00:00Z,1,1,27,90,0,0,0,1,0,0,0,0,0,0,0,14,20.2,10.4,8.0,3.9,1,0.17,0.01,0.18,1.58,44,-184,108260,954,1138,Defender,1,1,3,0.0
3508,464,270,2,8,2023-03-12T14:00:00Z,1,1,27,90,1,0,0,1,0,0,0,0,0,0,1,26,43.6,27.0,78.0,14.9,1,1.20,0.08,1.28,1.58,55,-4523,92449,2414,6937,Midfielder,1,1,3,3.5
3509,465,270,2,2,2023-03-12T14:00:00Z,1,1,27,90,0,0,0,1,0,0,0,0,0,0,0,11,14.2,29.4,25.0,6.9,1,0.02,0.13,0.15,1.58,80,-27245,299551,5741,32986,Midfielder,1,1,3,3.5
3510,467,270,2,2,2023-03-12T14:00:00Z,1,1,27,90,0,0,0,1,0,0,0,0,0,0,0,18,23.6,28.6,0.0,5.2,1,0.00,0.13,0.13,1.58,47,-7452,356218,4121,11573,Midfielder,1,1,3,3.75
3511,468,270,2,2,2023-03-12T14:00:00Z,1,1,27,90,0,0,0,1,0,0,0,0,0,0,0,11,8.0,4.6,2.0,1.5,1,0.00,0.01,0.01,1.58,51,-1147,66614,120,1267,Midfielder,1,1,3,2.0
3512,469,270,2,1,2023-03-12T14:00:00Z,1,1,27,13,0,0,0,0,0,0,0,0,0,0,0,4,2.2,14.7,4.0,2.1,0,0.17,0.04,0.21,0.55,49,-360,40056,92,452,Midfielder,1,1,3,1.5
3514,472,270,2,2,2023-03-12T14:00:00Z,1,1,27,90,0,0,0,1,0,0,0,0,0,0,0,10,19.8,0.4,6.0,2.6,1,0.39,0.00,0.39,1.58,48,-1582,21825,1369,2951,Defender,1,1,3,2.25
3515,473,270,2,3,2023-03-12T14:00:00Z,1,1,27,90,0,0,0,1,0,0,0,0,0,3,0,14,25.4,0.0,0.0,2.5,1,0.00,0.00,0.00,1.58,43,-415,102058,1382,1797,Goalkeeper,1,1,3,0.5
3517,545,270,2,2,2023-03-12T14:00:00Z,1,1,27,90,0,0,0,1,0,0,0,0,0,0,0,16,27.8,11.7,7.0,4.7,1,0.08,0.02,0.10,1.58,40,-5312,174451,8115,13427,Defender,1,1,3,2.75
3518,575,270,2,1,2023-03-12T14:00:00Z,1,1,27,4,0,0,0,0,0,0,0,0,0,0,0,-1,0.2,0.0,0.0,0.0,0,0.00,0.00,0.00,0.55,59,12,5350,62,50,Midfielder,1,1,3,0.0
3519,588,270,2,2,2023-03-12T14:00:00Z,1,1,27,90,0,0,0,1,0,0,0,0,0,0,0,17,20.6,11.7,0.0,3.2,1,0.00,0.02,0.02,1.58,44,-1596,19848,88,1684,Defender,1,1,3,0.75
3520,603,270,2,4,2023-03-12T14:00:00Z,1,1,27,76,0,1,0,1,0,0,0,1,0,0,0,15,10.8,34.5,18.0,6.3,1,0.19,0.10,0.29,1.03,59,-1065,58570,1407,2472,Midfielder,1,1,3,1.5
3523,31,272,3,7,2023-03-18T15:00:00Z,3,0,28,90,0,0,1,0,0,0,0,0,0,3,0,28,27.8,0.0,0.0,2.8,1,0.00,0.00,0.00,0.59,49,44632,589581,51749,7117,Goalkeeper,1,1,2,4.0
3524,32,272,3,1,2023-03-18T15:00:00Z,3,0,28,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,19,17907,160,141,Defender,1,1,2,0.5
3526,34,272,3,1,2023-03-18T15:00:00Z,3,0,28,25,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0.8,7.0,0.7,0,0.12,0.03,0.15,0.17,49,96,5953,134,38,Midfielder,1,1,2,0.25
3528,37,272,3,2,2023-03-18T15:00:00Z,3,0,28,90,0,0,1,0,0,0,0,1,0,0,0,14,10.4,39.0,4.0,5.3,1,0.00,0.10,0.10,0.59,51,8228,70063,9411,1183,Midfielder,1,1,2,4.75
3529,39,272,3,12,2023-03-18T15:00:00Z,3,0,28,90,0,1,1,0,0,0,0,0,0,0,3,41,46.0,21.3,27.0,9.4,1,0.27,0.00,0.27,0.59,43,60921,549412,71128,10207,Defender,1,1,2,4.25
3530,40,272,3,5,2023-03-18T15:00:00Z,3,0,28,90,0,1,1,0,0,0,0,0,0,0,0,16,29.6,21.3,62.0,11.3,1,0.48,0.04,0.52,0.59,74,687978,1838422,712899,24921,Forward,1,1,2,6.0
3531,42,272,3,8,2023-03-18T15:00:00Z,3,0,28,90,1,0,1,0,0,0,0,0,0,0,0,23,40.0,17.7,37.0,9.5,1,0.60,0.15,0.75,0.59,57,34087,117195,38893,4806,Midfielder,1,1,2,3.25
3532,43,272,3,6,2023-03-18T15:00:00Z,3,0,28,90,0,0,1,0,0,0,0,0,0,0,0,30,23.0,1.8,0.0,2.5,1,0.00,0.01,0.01,0.59,46,105614,590888,114635,9021,Defender,1,1,2,5.75
3533,44,272,3,6,2023-03-18T15:00:00Z,3,0,28,90,0,0,1,0,0,0,0,0,0,0,0,28,13.0,10.9,9.0,3.3,1,0.09,0.20,0.29,0.59,44,7385,53919,9108,1723,Defender,1,1,2,4.0
3534,46,272,3,11,2023-03-18T15:00:00Z,3,0,28,90,1,0,1,0,0,0,0,0,0,0,3,41,53.8,31.3,57.0,14.2,1,0.85,0.29,1.14,0.59,48,2312,50954,3764,1452,Midfielder,1,1,2,2.0
3535,47,272,3,9,2023-03-18T15:00:00Z,3,0,28,90,1,0,1,0,0,0,0,0,0,0,1,33,40.8,25.8,34.0,10.1,1,0.61,0.07,0.68,0.59,52,3040,73555,3819,779,Midfielder,1,1,2,2.25
3540,694,272,3,6,2023-03-18T15:00:00Z,3,0,28,90,0,0,1,0,0,0,0,0,0,0,0,24,14.8,22.7,19.0,5.7,1,0.04,0.31,0.35,0.59,44,18698,45063,20422,1724,Defender,1,1,2,4.5
3541,711,272,3,1,2023-03-18T15:00:00Z,3,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0,0.02,0.00,0.02,0.00,55,1,1827,302,301,Forward,1,1,2,0.75
3542,57,272,2,2,2023-03-18T15:00:00Z,3,0,28,78,0,0,0,1,0,0,0,0,0,0,0,11,7.4,26.0,2.0,3.5,1,0.00,0.09,0.09,1.63,43,-1123,18823,493,1616,Defender,0,0,2,2.75
3543,60,272,2,1,2023-03-18T15:00:00Z,3,0,28,11,0,0,0,2,0,0,0,0,0,0,0,4,5.0,0.0,0.0,0.5,0,0.00,0.00,0.00,1.57,53,121,1442,183,62,Midfielder,0,0,2,0.0
3544,62,272,2,1,2023-03-18T15:00:00Z,3,0,28,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.02,50,-3691,91743,1290,4981,Forward,0,0,2,0.0
3545,64,272,2,1,2023-03-18T15:00:00Z,3,0,28,90,0,0,0,3,0,0,0,1,0,0,0,16,22.6,4.9,6.0,3.4,1,0.04,0.03,0.07,3.20,47,1025,45120,1416,391,Midfielder,0,0,2,2.75
3547,66,272,2,2,2023-03-18T15:00:00Z,3,0,28,90,0,0,0,3,0,0,0,0,0,0,0,4,10.8,11.3,40.0,6.2,1,0.20,0.01,0.21,3.20,55,14156,216063,25753,11597,Forward,0,0,2,3.5
3550,70,272,2,1,2023-03-18T15:00:00Z,3,0,28,90,0,0,0,3,0,0,0,1,0,0,0,10,5.4,5.3,13.0,2.4,1,0.11,0.11,0.22,3.18,51,125191,212276,133159,7968,Midfielder,0,0,2,5.75
3553,73,272,2,1,2023-03-18T15:00:00Z,3,0,28,90,0,0,0,3,0,0,0,0,0,0,0,15,20.2,17.6,0.0,3.8,1,0.00,0.15,0.15,3.20,43,1019,54775,1262,243,Defender,0,0,2,1.5
3554,75,272,2,1,2023-03-18T15:00:00Z,3,0,28,58,0,0,0,1,0,0,0,0,0,0,0,0,0.0,3.2,6.0,0.8,1,0.00,0.01,0.01,1.55,52,225,9317,615,390,Midfielder,0,0,2,1.25
3556,404,272,2,0,2023-03-18T15:00:00Z,3,0,28,90,0,0,0,3,0,0,0,1,0,0,0,15,22.2,8.2,0.0,3.0,1,0.00,0.02,0.02,3.20,43,1292,6777,1577,285,Defender,0,0,2,3.5
3557,505,272,2,1,2023-03-18T15:00:00Z,3,0,28,58,0,0,0,1,0,0,0,0,0,0,0,7,4.8,5.0,0.0,1.0,1,0.00,0.02,0.02,1.55,49,37,896,127,90,Midfielder,0,0,2,2.5
3559,574,272,2,3,2023-03-18T15:00:00Z,3,0,28,90,0,0,0,3,0,0,0,0,0,6,0,19,45.0,0.0,0.0,4.5,1,0.00,0.00,0.00,3.20,45,11850,43552,14419,2569,Goalkeeper,0,0,2,5.5
3560,576,272,2,0,2023-03-18T15:00:00Z,3,0,28,90,0,0,0,3,0,0,0,1,0,0,0,16,16.8,14.0,5.0,3.6,1,0.02,0.01,0.03,3.20,44,21610,41282,24829,3219,Defender,0,0,2,4.75
3561,705,272,2,2,2023-03-18T15:00:00Z,3,0,28,90,0,0,0,3,0,0,0,0,0,0,0,12,15.6,8.3,46.0,7.0,1,0.22,0.11,0.33,3.18,50,4484,8934,5086,602,Midfielder,0,0,2,2.5
3562,714,272,2,1,2023-03-18T15:00:00Z,3,0,28,31,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.2,2.0,0.1,0,0.00,0.00,0.00,1.65,50,-158,2587,265,423,Forward,0,0,2,1.0
3563,718,272,2,1,2023-03-18T15:00:00Z,3,0,28,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,0,0.00,0.00,0.00,0.02,45,157,757,215,58,Defender,0,0,2,0.5
3566,31,284,6,11,2023-04-01T16:30:00Z,0,2,29,90,0,0,1,0,0,0,0,0,0,7,3,34,56.0,0.0,0.0,5.6,1,0.00,0.01,0.01,2.09,49,42417,592011,58296,15879,Goalkeeper,0,0,2,5.666666666666667
3567,32,284,6,0,2023-04-01T16:30:00Z,0,2,29,45,0,0,0,0,0,0,0,1,0,0,0,8,16.0,10.1,2.0,2.8,0,0.00,0.00,0.00,0.58,42,-3,17850,189,192,Defender,0,0,2,1.0
3568,33,284,6,0,2023-04-01T16:30:00Z,0,2,29,1,0,0,0,0,0,0,0,1,0,0,0,-1,0.2,0.3,0.0,0.1,0,0.00,0.00,0.00,0.05,46,-3025,145306,2578,5603,Defender,0,0,2,0.6666666666666666
3571,37,284,6,8,2023-04-01T16:30:00Z,0,2,29,90,1,0,1,0,0,0,0,0,0,0,0,26,43.2,14.0,11.0,6.8,1,0.11,0.16,0.27,2.09,51,-3020,62300,783,3803,Midfielder,0,0,2,2.3333333333333335
3572,39,284,6,8,2023-04-01T16:30:00Z,0,2,29,90,0,0,1,0,0,0,0,0,0,0,2,29,25.6,0.0,0.0,2.6,1,0.00,0.00,0.00,2.09,44,141985,680518,158856,16871,Defender,0,0,2,7.333333333333333
3573,40,284,6,8,2023-04-01T16:30:00Z,0,2,29,90,1,0,1,0,0,0,0,0,0,0,2,29,37.6,2.3,15.0,5.5,1,0.66,0.02,0.68,2.09,75,174995,1856828,253473,78478,Forward,0,0,2,5.0
3574,42,284,6,3,2023-04-01T16:30:00Z,0,2,29,75,0,0,1,0,0,0,0,0,0,0,0,4,3.6,11.1,2.0,1.7,1,0.00,0.07,0.07,1.94,57,-88,97494,13772,13860,Midfielder,0,0,2,4.333333333333333
3576,44,284,6,6,2023-04-01T16:30:00Z,0,2,29,90,0,0,1,0,0,0,0,0,0,0,0,24,15.0,0.2,0.0,1.5,1,0.00,0.00,0.00,2.09,44,2297,53756,6335,4038,Defender,0,0,2,5.0
3577,46,284,6,6,2023-04-01T16:30:00Z,0,2,29,86,0,1,1,0,0,0,0,0,0,0,0,18,5.2,0.8,0.0,0.6,1,0.00,0.01,0.01,2.04,48,5988,56662,8571,2583,Midfielder,0,0,2,5.0
3578,47,284,6,6,2023-04-01T16:30:00Z,0,2,29,90,0,1,1,0,0,0,0,0,0,0,0,22,40.2,12.9,6.0,5.9,1,0.00,0.02,0.02,2.09,52,2139,74741,3996,1857,Midfielder,0,0,2,4.666666666666667
3580,53,284,6,0,2023-04-01T16:30:00Z,0,2,29,45,0,0,0,0,0,0,0,1,0,0,0,-1,0.8,0.0,0.0,0.1,1,0.00,0.00,0.00,1.51,48,-107,10025,12,119,Midfielder,0,0,2,0.3333333333333333
3581,479,284,6,1,2023-04-01T16:30:00Z,0,2,29,3,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.05,47,-57,7106,33,90,Midfielder,0,0,2,0.0
3582,538,284,6,6,2023-04-01T16:30:00Z,0,2,29,90,0,0,1,0,0,0,0,0,0,0,0,20,15.0,0.3,0.0,1.5,1,0.00,0.00,0.00,2.09,43,-2432,65953,647,3079,Defender,0,0,2,0.3333333333333333
3583,694,284,6,6,2023-04-01T16:30:00Z,0,2,29,88,0,0,1,0,0,0,0,0,0,0,0,28,19.4,1.1,0.0,2.1,1,0.00,0.00,0.00,2.04,44,16620,53052,20275,3655,Defender,0,0,2,6.333333333333333
3586,112,284,2,1,2023-04-01T16:30:00Z,0,2,29,79,0,0,0,2,0,0,0,0,0,0,0,14,9.8,35.7,3.0,4.9,1,0.02,0.24,0.26,0.77,50,-21680,687241,7094,28774,Defender,1,1,4,0.3333333333333333
3589,132,284,2,1,2023-04-01T16:30:00Z,0,2,29,79,0,0,0,2,0,0,0,1,0,0,0,11,5.2,33.8,3.0,4.2,1,0.16,0.30,0.46,0.77,49,-294,49528,3922,4216,Midfielder,1,1,4,4.666666666666667
3590,133,284,2,1,2023-04-01T16:30:00Z,0,2,29,90,0,0,0,2,0,0,0,0,0,0,0,8,1.4,0.0,0.0,0.1,1,0.00,0.00,0.00,0.81,47,47634,1132221,74895,27261,Goalkeeper,1,1,4,3.3333333333333335
3591,134,284,2,1,2023-04-01T16:30:00Z,0,2,29,33,0,0,0,0,0,0,0,0,0,0,0,3,6.2,12.8,15.0,3.4,0,0.11,0.05,0.16,0.04,48,656,115820,891,235,Midfielder,1,1,4,0.0
3593,136,284,2,1,2023-04-01T16:30:00Z,0,2,29,56,0,0,0,2,0,0,0,0,0,0,0,6,4.6,19.5,6.0,3.0,1,0.00,0.10,0.10,0.77,50,-183,13536,141,324,Midfielder,1,1,4,2.0
3594,139,284,2,0,2023-04-01T16:30:00Z,0,2,29,90,0,0,0,2,0,0,0,1,0,0,0,4,0.0,32.9,26.0,5.7,1,0.16,0.14,0.30,0.81,60,213689,1286020,240091,26402,Defender,1,1,4,6.333333333333333
3595,140,284,2,1,2023-04-01T16:30:00Z,0,2,29,10,0,0,0,0,0,0,0,0,0,0,0,3,3.2,0.3,21.0,2.5,0,0.02,0.00,0.02,0.04,56,698,51413,1687,989,Midfielder,1,1,4,1.3333333333333333
3598,145,284,2,2,2023-04-01T16:30:00Z,0,2,29,90,0,0,0,2,0,0,0,0,0,0,0,7,13.2,39.8,60.0,11.3,1,0.57,0.07,0.64,0.81,76,78133,737197,126736,48603,Forward,1,1,4,6.333333333333333
3599,146,284,2,1,2023-04-01T16:30:00Z,0,2,29,90,0,0,0,2,0,0,0,0,0,0,0,28,25.8,32.4,4.0,6.2,1,0.04,0.14,0.18,0.81,58,2695,1356876,29893,27198,Defender,1,1,4,1.0
3601,148,284,2,1,2023-04-01T16:30:00Z,0,2,29,10,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.1,2.0,0.2,0,0.00,0.00,0.00,0.04,56,-266,52795,617,883,Midfielder,1,1,4,0.6666666666666666
3610,690,284,2,2,2023-04-01T16:30:00Z,0,2,29,90,0,0,0,2,0,0,0,0,0,0,0,12,19.6,17.6,49.0,8.6,1,0.25,0.11,0.36,0.81,76,90983,481680,115059,24076,Forward,1,1,4,3.6666666666666665
3611,699,284,2,1,2023-04-01T16:30:00Z,0,2,29,56,0,0,0,2,0,0,0,0,0,0,0,-5,5.0,3.2,30.0,3.8,1,0.65,0.04,0.69,0.77,65,-35851,158001,7419,43270,Midfielder,1,1,4,1.6666666666666667
3612,708,284,2,1,2023-04-01T16:30:00Z,0,2,29,33,0,0,0,0,0,0,0,0,0,0,0,7,8.4,22.1,10.0,4.1,0,0.03,0.06,0.09,0.04,55,-602,4552,325,927,Midfielder,1,1,4,0.3333333333333333
3613,724,284,2,1,2023-04-01T16:30:00Z,0,2,29,90,0,0,0,2,0,0,0,1,0,0,0,17,18.8,60.3,6.0,8.5,1,0.05,0.18,0.23,0.81,50,-5258,186389,17666,22924,Midfielder,1,1,4,3.3333333333333335
3615,31,66,10,3,2023-04-04T18:45:00Z,1,2,29,90,0,0,0,1,0,0,0,0,0,3,0,14,20.4,0.0,0.0,2.0,1,0.00,0.00,0.00,0.48,49,42417,592011,58296,15879,Goalkeeper,0,0,2,7.0
3616,32,66,10,1,2023-04-04T18:45:00Z,1,2,29,5,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.5,0.0,0.1,0,0.00,0.00,0.00,0.00,42,-3,17850,189,192,Defender,0,0,2,0.6666666666666666
3617,33,66,10,1,2023-04-04T18:45:00Z,1,2,29,5,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,0,0.00,0.00,0.00,0.00,46,-3025,145306,2578,5603,Defender,0,0,2,0.3333333333333333
3618,34,66,10,7,2023-04-04T18:45:00Z,1,2,29,5,1,0,0,0,0,0,0,0,0,0,1,24,33.0,0.0,7.0,4.0,0,0.04,0.00,0.04,0.00,49,13,5958,87,74,Midfielder,0,0,2,0.6666666666666666
3620,37,66,10,2,2023-04-04T18:45:00Z,1,2,29,90,0,0,0,1,0,0,0,0,0,0,0,11,5.2,6.0,2.0,1.3,1,0.05,0.04,0.09,0.48,51,-3020,62300,783,3803,Midfielder,0,0,2,4.0
3621,39,66,10,2,2023-04-04T18:45:00Z,1,2,29,90,0,0,0,1,0,0,0,0,0,0,0,16,24.2,3.3,0.0,2.8,1,0.00,0.02,0.02,0.48,44,141985,680518,158856,16871,Defender,0,0,2,7.333333333333333
3622,40,66,10,9,2023-04-04T18:45:00Z,1,2,29,90,1,0,0,1,0,0,0,0,0,0,3,32,47.4,3.6,59.0,11.0,1,0.51,0.02,0.53,0.48,75,174995,1856828,253473,78478,Forward,0,0,2,7.0
3623,42,66,10,6,2023-04-04T18:45:00Z,1,2,29,90,0,1,0,1,0,0,0,0,0,0,1,24,34.8,49.5,8.0,9.2,1,0.00,0.23,0.23,0.48,57,-88,97494,13772,13860,Midfielder,0,0,2,4.333333333333333
3625,44,66,10,2,2023-04-04T18:45:00Z,1,2,29,90,0,0,0,1,0,0,0,0,0,0,0,15,21.8,2.8,2.0,2.7,1,0.00,0.02,0.02,0.48,44,2297,53756,6335,4038,Defender,0,0,2,4.666666666666667
3626,46,66,10,2,2023-04-04T18:45:00Z,1,2,29,90,0,0,0,1,0,0,0,0,0,0,0,10,10.6,17.8,11.0,3.9,1,0.07,0.05,0.12,0.48,48,5988,56662,8571,2583,Midfielder,0,0,2,6.333333333333333
3627,47,66,10,2,2023-04-04T18:45:00Z,1,2,29,78,0,0,0,1,0,0,0,0,0,0,0,2,0.0,11.3,9.0,1.9,1,0.15,0.01,0.16,0.48,52,2139,74741,3996,1857,Midfielder,0,0,2,5.666666666666667
3631,538,66,10,2,2023-04-04T18:45:00Z,1,2,29,84,0,0,0,1,0,0,0,0,0,0,0,15,14.2,24.8,1.0,4.0,1,0.04,0.11,0.15,0.48,43,-2432,65953,647,3079,Defender,0,0,2,2.3333333333333335
3632,694,66,10,2,2023-04-04T18:45:00Z,1,2,29,84,0,0,0,1,0,0,0,0,0,0,0,9,3.6,30.3,15.0,4.9,1,0.13,0.16,0.29,0.48,44,16620,53052,20275,3655,Defender,0,0,2,6.666666666666667
3633,711,66,10,1,2023-04-04T18:45:00Z,1,2,29,11,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-26,1852,260,286,Forward,0,0,2,0.6666666666666666
3635,252,66,2,2,2023-04-04T18:45:00Z,1,2,29,90,0,0,0,2,0,0,0,0,0,0,0,12,13.6,4.5,0.0,1.8,1,0.00,0.03,0.03,1.03,43,-532,46501,188,720,Midfielder,1,1,3,0.6666666666666666
3637,255,66,2,2,2023-04-04T18:45:00Z,1,2,29,75,0,0,0,1,0,0,0,0,0,0,0,5,0.0,3.3,4.0,0.7,1,0.05,0.00,0.05,0.78,91,2580,227915,5736,3156,Forward,1,1,3,0.6666666666666666
3639,258,66,2,0,2023-04-04T18:45:00Z,1,2,29,90,0,0,0,2,0,0,0,1,0,0,0,8,8.6,1.8,0.0,1.0,1,0.00,0.01,0.01,1.03,44,31960,709422,60680,28720,Defender,1,1,3,3.0
3641,261,66,2,2,2023-04-04T18:45:00Z,1,2,29,84,0,0,0,1,0,0,0,0,0,0,0,15,12.6,42.9,15.0,7.1,1,0.04,0.10,0.14,0.95,83,298124,1380964,343667,45543,Midfielder,1,1,3,2.6666666666666665
3643,264,66,2,7,2023-04-04T18:45:00Z,1,2,29,90,1,0,0,2,0,0,0,0,0,0,0,23,40.8,2.1,45.0,8.8,1,0.10,0.04,0.14,1.03,67,63161,263285,75083,11922,Midfielder,1,1,3,3.3333333333333335
3644,265,66,2,2,2023-04-04T18:45:00Z,1,2,29,90,0,0,0,2,0,0,0,0,0,0,0,6,4.0,1.8,1.0,0.7,1,0.03,0.00,0.03,1.03,48,-39,22577,95,134,Midfielder,1,1,3,1.0
3645,266,66,2,-1,2023-04-04T18:45:00Z,1,2,29,69,0,0,0,2,0,0,0,0,1,0,0,-2,4.2,11.8,2.0,1.8,1,0.00,0.01,0.01,1.41,49,-730,65171,1366,2096,Midfielder,1,1,3,1.6666666666666667
3649,271,66,2,1,2023-04-04T18:45:00Z,1,2,29,14,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.1,6.0,0.4,0,0.04,0.00,0.04,0.25,56,4939,99985,8045,3106,Forward,1,1,3,3.6666666666666665
3651,548,66,2,2,2023-04-04T18:45:00Z,1,2,29,90,0,0,0,2,0,0,0,0,0,3,0,15,22.0,0.0,0.0,2.2,1,0.00,0.00,0.00,1.03,38,31364,379908,43291,11927,Goalkeeper,1,1,3,1.0
3653,612,66,2,5,2023-04-04T18:45:00Z,1,2,29,90,0,1,0,2,0,0,0,1,0,0,2,27,36.6,20.2,0.0,5.7,1,0.00,0.00,0.00,1.03,42,293,19081,1447,1154,Defender,1,1,3,-0.3333333333333333
3654,709,66,2,1,2023-04-04T18:45:00Z,1,2,29,90,0,0,0,2,0,0,0,0,0,0,0,8,18.0,0.7,0.0,1.9,1,0.00,0.00,0.00,1.03,45,-159,1671,68,227,Defender,1,1,3,0.0
3656,727,66,2,1,2023-04-04T18:45:00Z,1,2,29,90,0,0,0,2,0,0,0,0,0,0,0,10,15.0,0.3,12.0,2.7,1,0.23,0.00,0.23,1.03,45,-675,5856,600,1275,Defender,1,1,3,1.0
3658,31,291,16,9,2023-04-08T14:00:00Z,2,0,30,90,0,0,1,0,0,0,0,0,0,2,3,29,19.2,0.0,0.0,1.9,1,0.00,0.00,0.00,0.25,49,114104,706781,119102,4998,Goalkeeper,1,1,2,6.0
3661,34,291,16,8,2023-04-08T14:00:00Z,2,0,30,62,1,0,1,0,0,0,0,0,0,0,0,24,31.2,1.7,28.0,6.1,0,0.44,0.00,0.44,0.22,49,198,6194,244,46,Midfielder,1,1,2,2.25
3663,37,291,16,3,2023-04-08T14:00:00Z,2,0,30,90,0,0,1,0,0,0,0,0,0,0,0,7,7.2,12.8,4.0,2.4,1,0.00,0.01,0.01,0.25,51,4341,66989,5477,1136,Midfielder,1,1,2,3.5
3664,39,291,16,6,2023-04-08T14:00:00Z,2,0,30,90,0,0,1,0,0,0,0,0,0,0,0,24,12.0,0.2,0.0,1.2,1,0.00,0.02,0.02,0.25,44,301836,976892,307970,6134,Defender,1,1,2,6.0
3665,40,291,16,7,2023-04-08T14:00:00Z,2,0,30,90,1,0,1,0,0,0,0,1,0,0,2,25,38.8,5.3,66.0,11.0,1,0.69,0.06,0.75,0.25,76,382992,2222772,407797,24805,Forward,1,1,2,7.5
3666,42,291,16,3,2023-04-08T14:00:00Z,2,0,30,74,0,0,1,0,0,0,0,0,0,0,0,9,6.8,1.3,6.0,1.4,1,0.23,0.01,0.24,0.25,57,18445,116604,23891,5446,Midfielder,1,1,2,4.75
3668,44,291,16,5,2023-04-08T14:00:00Z,2,0,30,90,0,0,1,0,0,0,0,1,0,0,0,21,7.8,0.3,0.0,0.8,1,0.00,0.00,0.00,0.25,44,12686,66551,14251,1565,Defender,1,1,2,4.0
3669,46,291,16,3,2023-04-08T14:00:00Z,2,0,30,90,0,0,1,0,0,0,0,0,0,0,0,20,20.0,3.0,0.0,2.3,1,0.00,0.02,0.02,0.25,48,10293,66924,12140,1847,Midfielder,1,1,2,5.25
3670,47,291,16,6,2023-04-08T14:00:00Z,2,0,30,90,0,1,1,0,0,0,0,0,0,0,0,16,30.2,22.5,6.0,5.9,1,0.00,0.14,0.14,0.25,52,7279,82162,8447,1168,Midfielder,1,1,2,4.75
